,city,district,neighborhood,room,living_room,area,age,floor,price
4413,aydin,efeler,hasanefendi_ramazan_pasa,3,1,155,30,5,15000
4414,aydin,efeler,adnan_menderes,2,1,95,1,2,15000
4415,aydin,kusadasi,degirmendere,1,1,70,8,0,18000
4416,aydin,nazilli,zafer,3,1,140,20,2,11000
4417,aydin,kusadasi,davutlar,2,1,90,10,1,17500
4418,aydin,didim,mavisehir,2,1,120,10,0,3000
4419,aydin,kusadasi,degirmendere,2,1,110,0,0,20000
4420,aydin,kusadasi,degirmendere,1,1,85,5,3,15000
4422,aydin,nazilli,isabeyli,1,1,55,2,3,5000
4424,aydin,didim,efeler,2,1,120,15,5,25000
4425,aydin,didim,altinkum,2,1,65,1,1,25000
4427,aydin,kusadasi,davutlar,3,1,135,3,5,15000
4429,aydin,efeler,yedi_eylul,3,1,140,26,3,15000
4430,aydin,kusadasi,yavansu,1,1,90,10,0,12000
4431,aydin,didim,yeni,2,1,85,10,1,16000
4434,aydin,efeler,zafer,1,1,45,4,1,11000
4435,aydin,nazilli,altintas,3,1,150,30,1,12000
4436,aydin,soke,konak,3,1,130,21,4,16000
4437,aydin,didim,altinkum,4,1,155,26,1,30000
4439,aydin,kusadasi,davutlar,3,1,145,3,2,40000
4440,aydin,efeler,mesrutiyet,3,1,150,40,6,10000
4441,aydin,efeler,zeybek,3,1,190,4,1,28000
4443,aydin,kusadasi,degirmendere,2,1,130,5,0,20000
4444,aydin,kusadasi,karaova,2,1,85,2,2,20000
4445,aydin,didim,yeni,2,1,65,15,5,10000
4446,aydin,efeler,kemer,3,1,165,5,3,25000
4447,aydin,efeler,guzelhisar,3,1,135,25,1,8500
4448,aydin,efeler,hasanefendi_ramazan_pasa,1,1,50,10,5,10000
4449,aydin,efeler,koprulu_veysipasa,1,1,45,7,1,10000
4451,aydin,kusadasi,sogucak,4,1,180,16,0,60000
4452,aydin,efeler,zafer,1,1,55,10,5,12000
4453,aydin,efeler,zafer,3,1,165,21,1,13500
4454,aydin,efeler,ata,2,1,80,0,2,15000
4455,aydin,kusadasi,cumhuriyet,2,1,110,5,2,18000
4456,aydin,efeler,mesrutiyet,2,1,75,4,2,9000
4457,aydin,kusadasi,karaova,4,1,103,16,1,25000
4458,aydin,soke,konak,3,1,187,31,4,25000
4459,aydin,kusadasi,ikicesmelik,2,1,90,18,2,15000
4461,aydin,cine,hamitabat,3,1,175,10,3,13000
4462,aydin,kusadasi,guzelcamli,2,1,90,5,0,13000
4463,aydin,didim,camlik,4,1,180,15,0,20000
4464,aydin,didim,efeler,3,1,185,7,5,15000
4465,aydin,kusadasi,davutlar,3,1,150,5,2,4500
4466,aydin,kusadasi,kadinlar_denizi,1,1,85,10,2,20000
4467,aydin,nazilli,yesil,3,1,150,15,2,13000
4468,aydin,didim,hisar,2,1,90,10,1,15000
4469,aydin,efeler,girne,3,1,180,19,2,15000
4471,aydin,efeler,efeler,3,1,230,21,0,18000
4472,aydin,efeler,ata,3,1,176,0,3,25000
4473,aydin,cine,hamitabat,2,1,110,25,5,8000
4474,aydin,didim,camlik,1,1,60,16,1,18000
4475,aydin,efeler,cuma,1,1,50,20,1,10000
4476,aydin,kusadasi,davutlar,3,1,120,3,0,15000
4477,aydin,efeler,koprulu_veysipasa,1,1,75,25,3,8000
4478,aydin,kusadasi,ikicesmelik,2,1,85,3,2,13000
4479,aydin,kusadasi,degirmendere,2,1,100,21,2,15000
4480,aydin,efeler,orta,2,1,85,8,1,14000
4481,aydin,kusadasi,davutlar,3,1,110,0,5,15000
4482,aydin,cine,hamitabat,3,1,165,8,5,16000
4483,aydin,kusadasi,karaova,1,1,65,5,0,25000
4484,aydin,soke,yenikent,2,1,85,5,4,13000
4485,aydin,efeler,guzelhisar,1,1,50,10,5,10000
4486,aydin,efeler,zafer,1,1,50,8,5,10000
4487,aydin,efeler,ata,2,1,130,0,3,15000
4489,aydin,nazilli,yesil,3,1,130,8,3,14000
4490,aydin,kusadasi,davutlar,2,1,155,2,4,15000
4491,aydin,kusadasi,turkmen,3,1,120,16,0,30000
4492,aydin,nazilli,yesil,3,1,145,3,5,15000
4493,aydin,didim,efeler,3,1,100,15,2,10000
4494,aydin,didim,altinkum,2,1,100,15,3,15000
4495,aydin,nazilli,yeni,2,1,110,25,1,9000
4496,aydin,soke,fevzipasa,2,1,90,7,3,15000
4497,aydin,kusadasi,karaova,3,1,135,11,1,50000
4498,aydin,efeler,mimar_sinan,3,1,170,12,6,16000
4499,aydin,kusadasi,davutlar,2,1,100,2,3,12000
4500,aydin,nazilli,zafer,3,1,160,1,3,18000
4501,aydin,efeler,hasanefendi_ramazan_pasa,2,1,85,6,5,16000
4502,aydin,didim,akbuk,4,1,120,8,0,20000
4504,aydin,didim,akbuk,1,1,70,18,0,9000
4505,aydin,kusadasi,guzelcamli,3,1,120,10,4,15000
4507,aydin,efeler,zeybek,3,1,160,0,1,28000
4508,aydin,cine,sevketiye,3,1,130,15,1,10000
4509,aydin,kusadasi,guzelcamli,2,1,90,5,3,15000
4510,aydin,efeler,kurtulus,2,1,90,5,1,15000
4511,aydin,kusadasi,turkmen,1,1,95,40,1,30000
4512,aydin,efeler,hasanefendi_ramazan_pasa,3,1,150,20,3,18000
4513,aydin,didim,yeni,2,1,85,10,1,20000
4514,aydin,efeler,efeler,3,1,200,25,4,15000
4516,aydin,efeler,efeler,3,1,135,30,0,11000
4517,aydin,kusadasi,davutlar,2,1,85,5,1,10000
4518,aydin,kusadasi,alacamescit,2,1,85,0,0,17000
4519,aydin,soke,kemalpasa,1,1,40,15,2,7500
4520,aydin,kusadasi,karaova,2,1,75,21,1,27000
4521,aydin,efeler,kurtulus,2,1,80,15,0,10000
4522,aydin,nazilli,altintas,2,1,110,30,2,7000
4523,aydin,efeler,adnan_menderes,4,1,220,11,2,16000
4524,aydin,kusadasi,ege,3,1,105,7,5,42000
4525,aydin,kusadasi,davutlar,3,1,160,1,2,35000
4527,aydin,kusadasi,kadinlar_denizi,4,1,240,12,4,25000
4528,aydin,kusadasi,degirmendere,2,1,110,1,1,20000
4529,aydin,kusadasi,kadinlar_denizi,1,1,55,1,1,20000
4531,aydin,kusadasi,degirmendere,2,1,71,0,0,14000
4534,aydin,kusadasi,sogucak,3,1,160,3,2,35000
4535,aydin,kusadasi,caferli,1,1,65,11,0,20000
4539,aydin,didim,yeni,2,1,75,3,3,14999
4541,aydin,kusadasi,guzelcamli,2,1,90,10,4,15000
4542,aydin,efeler,mesudiye,3,1,140,30,0,7500
4543,aydin,kusadasi,kadinlar_denizi,2,1,130,16,0,17000
4544,aydin,efeler,koprulu_veysipasa,3,1,135,25,4,12500
4545,aydin,efeler,adnan_menderes,3,1,160,1,3,27000
4547,aydin,kusadasi,turkmen,2,1,155,13,1,22500
4548,aydin,kusadasi,davutlar,2,1,90,1,5,14000
4549,aydin,efeler,zafer,3,1,135,5,3,12500
4550,aydin,soke,agacli,1,1,60,3,5,9000
4551,aydin,kusadasi,kadinlar_denizi,2,1,90,20,4,14300
4552,aydin,efeler,ata,3,1,120,16,3,10500
4553,aydin,kusadasi,ege,4,1,105,7,6,45000
4554,aydin,efeler,adnan_menderes,3,1,170,2,1,23000
4555,aydin,kusadasi,sogucak,4,1,180,20,2,30000
4556,aydin,efeler,yedi_eylul,3,1,145,30,5,13000
4558,aydin,efeler,cumhuriyet,2,1,125,28,1,7500
4559,aydin,kusadasi,degirmendere,2,1,110,5,3,20000
4560,aydin,kusadasi,kadinlar_denizi,1,1,55,1,2,20000
4561,aydin,kusadasi,degirmendere,2,1,100,5,3,16000
4562,aydin,didim,altinkum,2,1,65,1,1,25000
4563,aydin,efeler,mimar_sinan,3,1,145,12,5,15500
4564,aydin,efeler,mesudiye,2,1,130,20,2,12000
4565,aydin,efeler,adnan_menderes,3,1,135,20,2,14000
4566,aydin,kusadasi,davutlar,4,1,210,15,2,35000
4567,aydin,didim,altinkum,3,1,140,9,5,4000
4568,aydin,efeler,ata,1,1,50,0,2,13000
4569,aydin,efeler,ata,3,1,170,4,3,23000
4570,aydin,efeler,efeler,2,1,105,20,4,8500
4572,aydin,efeler,orta,1,1,50,5,-1,7500
4573,aydin,didim,camlik,2,1,80,10,1,20000
4574,aydin,efeler,efeler,2,1,120,11,2,18500
4575,aydin,kusadasi,ikicesmelik,3,1,135,4,2,20000
4576,aydin,kusadasi,ikicesmelik,2,1,85,6,3,17000
4578,aydin,efeler,imamkoy,2,1,95,0,2,8000
4579,aydin,efeler,mimar_sinan,2,1,125,25,3,15000
4582,aydin,kusadasi,davutlar,1,1,65,2,1,10000
4583,aydin,kusadasi,karaova,2,1,130,21,1,22000
4584,aydin,nazilli,yeni,1,1,60,0,0,10000
4585,aydin,soke,yenicamii,4,1,150,16,2,25000
4586,aydin,kusadasi,guzelcamli,3,1,110,9,2,28000
4587,aydin,kusadasi,kadinlar_denizi,1,1,65,2,2,20000
4588,aydin,nazilli,zafer,3,1,160,3,6,15000
4589,aydin,kusadasi,degirmendere,3,1,220,6,4,20000
4590,aydin,kusadasi,karaova,2,1,110,16,0,11111
4591,aydin,efeler,mimar_sinan,3,1,140,20,3,15000
4592,aydin,nazilli,isabeyli,1,1,60,4,2,5500
4593,aydin,didim,akbuk,2,1,100,5,2,10000
4594,aydin,efeler,orta,2,1,70,4,3,11500
4596,aydin,didim,altinkum,3,1,170,3,4,21000
4597,aydin,nazilli,zafer,3,1,170,12,2,12000
4598,aydin,kusadasi,degirmendere,2,1,205,2,2,20000
4599,aydin,efeler,efeler,3,1,210,0,4,25000
4600,aydin,cine,yeni,1,1,65,0,3,13000
4601,aydin,soke,yenicamii,2,1,140,7,5,15000
4602,aydin,kusadasi,ege,3,1,155,14,6,21750
4603,aydin,kusadasi,karaova,2,1,90,26,0,37500
4606,aydin,didim,akbuk,2,1,100,12,3,10000
4607,aydin,efeler,orta,1,1,50,7,4,13000
4608,aydin,kusadasi,davutlar,3,1,120,3,0,15000
4609,aydin,soke,yenikent,2,1,75,5,2,20000
4610,aydin,nazilli,isabeyli,2,1,85,2,3,10000
4611,aydin,efeler,cumhuriyet,3,1,175,25,3,20000
4612,aydin,efeler,zafer,1,1,55,7,-2,8000
4613,aydin,efeler,mimar_sinan,3,1,125,21,4,13000
4614,aydin,efeler,adnan_menderes,3,1,145,25,3,15000
4615,aydin,kusadasi,cumhuriyet,1,1,75,5,3,20000
4616,aydin,kusadasi,hacifeyzullah,3,1,110,7,0,15000
4617,aydin,kusadasi,guzelcamli,2,1,80,5,0,15000
4618,aydin,nazilli,turan,3,1,150,30,0,7500
4619,aydin,efeler,cumhuriyet,3,1,175,20,4,20000
4621,aydin,efeler,girne,4,1,220,0,3,23000
4622,aydin,efeler,adnan_menderes,3,1,135,25,5,12000
4623,aydin,kusadasi,davutlar,3,1,150,15,2,15000
4624,aydin,soke,kemalpasa,1,1,59,8,1,20000
4625,aydin,efeler,ata,3,1,160,0,4,22000
4626,aydin,efeler,zeybek,2,1,120,8,6,12500
4627,aydin,kusadasi,turkmen,2,1,95,10,1,23000
4628,aydin,efeler,zafer,1,1,45,15,1,12500
4629,aydin,incirliova,cumhuriyet,3,1,150,7,5,15000
4630,aydin,cine,sevketiye,3,1,155,15,1,13000
4631,aydin,didim,mavisehir,2,1,65,25,2,16500
4632,aydin,cine,yeni,1,1,150,8,5,8500
4634,aydin,efeler,adnan_menderes,3,1,135,30,0,12000
4635,aydin,nazilli,zafer,3,1,160,0,5,20000
4636,aydin,soke,kemalpasa,2,1,75,13,0,15000
4638,aydin,kusadasi,kadikalesi,3,1,150,7,2,30000
4639,aydin,incirliova,sandikli,2,1,90,1,1,12000
4640,aydin,soke,yenikent,1,1,60,10,1,9500
4641,aydin,efeler,cuma,2,1,125,4,0,13000
4643,aydin,efeler,orta,2,1,75,3,3,12500
4644,aydin,efeler,girne,2,1,70,0,4,15000
4645,aydin,cine,hamitabat,1,1,80,20,2,9500
4646,aydin,kusadasi,degirmendere,1,1,60,4,3,15000
4647,aydin,kusadasi,turkmen,1,1,58,4,3,20000
4649,aydin,efeler,orta,2,1,100,6,5,10500
4650,aydin,efeler,zeybek,3,1,180,0,4,35000
4651,aydin,didim,hisar,1,1,80,10,3,15000
4652,aydin,nazilli,isabeyli,3,1,150,10,1,13500
4653,aydin,kusadasi,sogucak,4,1,180,10,2,25000
4655,aydin,kusadasi,karaova,2,1,80,3,0,35000
4656,aydin,efeler,ata,2,1,125,0,3,13000
4657,aydin,kusadasi,degirmendere,2,1,100,0,4,20000
4658,aydin,kusadasi,karaova,2,1,115,3,0,25000
4659,aydin,efeler,hasanefendi_ramazan_pasa,1,1,55,25,3,8500
4660,aydin,efeler,fatih,3,1,200,5,1,20000
4661,aydin,kusadasi,degirmendere,1,1,55,0,2,20000
4662,aydin,kusadasi,karaova,3,1,235,3,2,45000
4663,aydin,didim,akbuk,2,1,80,3,3,15000
4665,aydin,kusadasi,karaova,1,1,65,4,0,8900
4666,aydin,efeler,zeybek,2,1,90,7,0,10000
4667,aydin,efeler,kurtulus,3,1,110,0,5,15000
4668,aydin,efeler,cuma,1,1,50,7,5,9000
4669,aydin,efeler,guzelhisar,3,1,70,5,1,11000
4670,aydin,kusadasi,degirmendere,1,1,65,4,2,14000
4672,aydin,efeler,cumhuriyet,1,1,65,0,0,12000
4673,aydin,kusadasi,davutlar,3,1,130,1,2,30000
4674,aydin,efeler,mesudiye,2,1,90,25,0,8000
4675,aydin,efeler,mimar_sinan,3,1,180,16,5,15000
4676,aydin,kusadasi,karaova,1,1,65,5,0,20000
4677,aydin,didim,akbuk,1,1,65,6,5,13000
4678,aydin,kusadasi,degirmendere,1,1,65,3,0,15000
4679,aydin,kusadasi,davutlar,1,1,55,0,0,8000
4680,aydin,efeler,orta,1,1,50,7,2,8000
4681,aydin,nazilli,yesil,3,1,178,10,1,18000
4683,aydin,efeler,adnan_menderes,4,1,220,15,1,17000
4685,aydin,kusadasi,hacifeyzullah,2,1,90,15,3,14000
4686,aydin,kusadasi,ikicesmelik,1,1,60,5,3,15000
4687,aydin,didim,yeni,3,1,175,12,2,16000
4688,aydin,kusadasi,camikebir,2,1,90,7,0,15000
4689,aydin,kusadasi,ege,3,1,160,7,3,22000
4690,aydin,kusadasi,turkmen,1,1,50,10,2,15000
4691,aydin,kusadasi,kadinlar_denizi,2,1,105,3,2,25000
4692,aydin,efeler,orta,1,1,55,0,2,17000
4693,aydin,efeler,guzelhisar,3,1,125,25,3,10000
4695,aydin,kusadasi,ege,2,1,110,0,2,18000
4696,aydin,soke,celtikci,2,1,90,12,2,15000
4697,aydin,efeler,koprulu_veysipasa,3,1,135,22,3,12000
4698,aydin,nazilli,karacay,3,1,130,15,1,12000
4699,aydin,efeler,zafer,3,1,120,30,2,9000
4700,aydin,kusadasi,davutlar,2,1,75,0,0,12000
4701,aydin,soke,celtikci,1,1,60,0,3,15000
4702,aydin,kusadasi,degirmendere,1,1,62,0,2,12000
4703,aydin,efeler,orta,1,1,60,8,4,7200
4704,aydin,kusadasi,turkmen,2,1,90,6,3,35000
4705,aydin,kusadasi,kadinlar_denizi,1,1,60,2,2,20000
4706,aydin,didim,akbuk,2,1,80,0,1,16000
4709,aydin,nazilli,yesil,3,1,140,1,3,15000
4710,aydin,kusadasi,yaylakoy,1,1,60,8,1,20000
4711,aydin,kusadasi,degirmendere,2,1,137,8,3,15000
4712,aydin,efeler,mesrutiyet,3,1,160,11,2,17000
4713,aydin,kusadasi,sogucak,4,1,165,0,2,25000
4714,aydin,efeler,hasanefendi_ramazan_pasa,2,1,120,30,2,8000
4715,aydin,kusadasi,yavansu,2,1,85,16,0,15000
4716,aydin,incirliova,hurriyet,2,1,140,0,3,10000
4717,aydin,kusadasi,ikicesmelik,1,1,60,3,3,15000
4718,aydin,efeler,guzelhisar,3,1,120,31,3,12000
4719,aydin,efeler,zafer,1,1,65,0,3,8000
4722,aydin,efeler,cumhuriyet,2,1,55,0,3,12000
4723,aydin,efeler,zafer,2,1,120,4,2,13000
4724,aydin,efeler,orta,1,1,60,7,3,12000
4725,aydin,kusadasi,sogucak,3,1,150,5,1,36000
4726,aydin,efeler,fatih,3,1,120,0,0,17000
4727,aydin,cine,hamitabat,1,1,60,0,2,7250
4728,aydin,kusadasi,degirmendere,2,1,90,4,0,15000
4729,aydin,nazilli,yesil,1,1,55,5,3,9000
4730,aydin,kusadasi,turkmen,3,1,175,20,2,25000
4731,aydin,kusadasi,ege,1,1,110,5,5,15000
4732,aydin,kusadasi,ege,3,1,120,10,2,18500
4733,aydin,nazilli,isabeyli,1,1,55,5,2,6500
4734,aydin,efeler,efeler,3,1,110,26,4,11500
4735,aydin,kusadasi,cumhuriyet,2,1,110,16,5,17500
4736,aydin,kusadasi,yavansu,3,1,110,16,0,22000
4737,aydin,germencik,ortaklar,3,1,140,2,2,15000
4738,aydin,kusadasi,davutlar,3,1,120,0,1,27000
4740,aydin,efeler,efeler,3,1,175,30,2,16000
4741,aydin,kusadasi,ikicesmelik,1,1,50,30,4,12000
4742,aydin,efeler,zafer,1,1,50,8,3,10000
4743,aydin,kusadasi,davutlar,2,1,80,25,4,28000
4744,aydin,efeler,girne,3,1,130,21,2,14000
4745,aydin,kusadasi,degirmendere,2,1,100,16,4,11000
4746,aydin,kusadasi,turkmen,1,1,50,10,3,20000
4747,aydin,kusadasi,ege,3,1,160,10,2,20000
4748,aydin,kusadasi,ikicesmelik,1,1,55,30,5,7000
4749,aydin,efeler,kurtulus,3,1,150,20,5,14000
4750,aydin,germencik,istasyon,3,1,150,4,4,10000
4752,aydin,kusadasi,ege,2,1,85,0,3,21000
4753,aydin,kusadasi,kadinlar_denizi,2,1,100,20,0,15000
4754,aydin,kusadasi,davutlar,2,1,88,0,3,14000
4755,aydin,didim,akbuk,3,1,150,25,2,25000
4756,aydin,efeler,orta,2,1,95,25,5,10500
4757,aydin,efeler,kurtulus,3,1,120,20,2,10000
4758,aydin,efeler,zafer,1,1,75,0,2,15000
4759,aydin,efeler,zafer,1,1,50,8,3,10000
4760,aydin,kusadasi,bayraklidede,3,1,100,20,2,15000
4761,aydin,efeler,orta,1,1,60,4,4,7500
4762,aydin,cine,hamitabat,1,1,60,0,2,9500
4763,aydin,kusadasi,degirmendere,2,1,100,5,0,20000
4765,aydin,efeler,zafer,1,1,62,25,3,10000
4766,aydin,kusadasi,yavansu,1,1,50,5,0,13000
4767,aydin,efeler,efeler,3,1,175,0,3,25000
4769,aydin,didim,akbuk,4,1,200,11,0,20000
4770,aydin,efeler,cuma,2,1,110,21,0,7500
4771,aydin,efeler,orta,1,1,55,8,3,11000
4772,aydin,efeler,orta,2,1,125,30,5,10000
4774,aydin,efeler,orta,1,1,55,8,2,8000
4775,aydin,efeler,efeler,3,1,130,25,5,15000
4776,aydin,efeler,cuma,1,1,70,5,4,10000
4777,aydin,kusadasi,degirmendere,3,1,150,11,2,22500
4781,aydin,efeler,orta,1,1,70,5,3,11900
4782,aydin,cine,karakollar,1,1,60,0,1,10000
4783,aydin,efeler,mesudiye,2,1,145,21,-2,11000
4784,aydin,efeler,zafer,1,1,55,8,1,11000
4785,aydin,buharkent,istiklal,1,1,50,0,4,9500
4786,aydin,kusadasi,davutlar,2,1,85,25,5,10000
4787,aydin,efeler,cumhuriyet,4,1,190,25,1,10000
4788,aydin,efeler,cuma,2,1,110,28,3,10000
4789,aydin,kusadasi,cumhuriyet,3,1,170,20,2,20000
4791,aydin,nazilli,isabeyli,2,1,75,5,5,6000
4792,aydin,kusadasi,kadinlar_denizi,2,1,110,3,2,20000
4794,aydin,kusadasi,ikicesmelik,1,1,85,10,5,18000
4795,aydin,didim,efeler,1,1,60,5,3,9000
4796,aydin,efeler,efeler,3,1,190,0,6,25000
4797,aydin,nazilli,yesil,2,1,140,4,1,15000
4799,aydin,kusadasi,karaova,4,1,130,20,0,32000
4801,aydin,didim,altinkum,2,1,75,30,0,15000
4802,aydin,efeler,adnan_menderes,3,1,160,11,3,15000
4803,aydin,efeler,kurtulus,3,1,130,35,5,8000
4804,aydin,kusadasi,degirmendere,1,1,65,4,4,9000
4805,aydin,efeler,orta,1,1,55,8,5,11000
4806,aydin,didim,mersindere,2,1,85,13,1,14500
4807,aydin,kusadasi,camiatik,2,1,84,3,2,20000
4808,aydin,efeler,zafer,1,1,60,0,3,10000
4809,aydin,didim,camlik,2,1,60,20,1,10000
4810,aydin,kusadasi,davutlar,4,1,200,21,0,17000
4811,aydin,efeler,cumhuriyet,2,1,60,0,0,12000
4813,denizli,merkezefendi,adalet,3,1,170,6,1,17000
4814,denizli,merkezefendi,degirmenonu,1,1,55,5,2,6500
4815,denizli,merkezefendi,muratdede,1,1,50,8,1,6500
4816,denizli,pamukkale,yunusemre,1,1,50,3,3,7000
4817,denizli,pamukkale,istiklal,1,1,55,4,3,6500
4818,denizli,pamukkale,topraklik,3,1,140,4,3,9500
4819,denizli,pamukkale,istiklal,1,1,55,4,3,7000
4820,denizli,pamukkale,kuspinar,2,1,140,30,3,9000
4821,denizli,merkezefendi,sirakapilar,3,1,165,15,4,12000
4822,denizli,pamukkale,topraklik,2,1,90,6,3,10000
4823,denizli,merkezefendi,akkonak,1,1,55,10,3,8000
4824,denizli,merkezefendi,muratdede,1,1,50,8,1,7500
4825,denizli,pamukkale,anafartalar,3,1,150,16,2,6500
4826,denizli,pamukkale,incilipinar,1,1,45,8,3,6500
4828,denizli,pamukkale,feslegen,1,1,50,6,3,11000
4829,denizli,merkezefendi,karaman,2,1,130,15,1,10000
4830,denizli,pamukkale,siteler,1,1,50,13,3,7500
4831,denizli,pamukkale,kuspinar,1,1,40,25,1,5000
4832,denizli,merkezefendi,gultepe,2,1,140,20,0,7500
4834,denizli,pamukkale,mehmetcik,2,1,140,20,2,14000
4835,denizli,pamukkale,yunusemre,2,1,63,7,3,9500
4836,denizli,pamukkale,siteler,2,1,82,2,5,15000
4837,denizli,merkezefendi,adalet,3,1,163,15,5,16000
4838,denizli,merkezefendi,selcuk_bey,3,1,165,17,1,15000
4840,denizli,merkezefendi,bahcelievler,2,1,115,20,2,12000
4841,denizli,merkezefendi,karahasanli,1,1,40,0,1,6000
4842,denizli,merkezefendi,saraylar,2,1,125,31,5,5000
4843,denizli,pamukkale,asmalievler,1,1,45,4,2,6500
4844,denizli,merkezefendi,selcuk_bey,1,1,45,5,3,9000
4845,denizli,merkezefendi,adalet,1,1,60,5,1,8500
4846,denizli,pamukkale,yunusemre,1,1,60,4,1,9500
4847,denizli,merkezefendi,semikler,2,1,80,3,5,17500
4848,denizli,pamukkale,kinikli,3,1,150,16,3,22000
4850,denizli,pamukkale,yunusemre,1,1,50,0,3,10000
4851,denizli,pamukkale,mehmetcik,2,1,150,20,2,12000
4852,denizli,pamukkale,incilipinar,2,1,75,4,1,11000
4853,denizli,pamukkale,hacikaplanlar,2,1,70,6,2,10000
4854,denizli,pamukkale,topraklik,2,1,120,6,3,20000
4855,denizli,pamukkale,bagbasi,3,1,130,1,3,17000
4856,denizli,pamukkale,kervansaray,1,1,62,25,3,7250
4857,denizli,pamukkale,asmalievler,2,1,65,4,3,10000
4858,denizli,pamukkale,topraklik,2,1,120,6,3,20000
4859,denizli,pamukkale,zeytinkoy,3,1,155,3,3,17000
4860,denizli,merkezefendi,karaman,2,1,120,18,3,10000
4861,denizli,pamukkale,topraklik,1,1,65,10,6,8000
4862,denizli,pamukkale,asmalievler,1,1,50,3,3,6000
4863,denizli,merkezefendi,gultepe,3,1,160,25,3,13000
4864,denizli,merkezefendi,sirakapilar,1,1,50,3,3,6500
4865,denizli,pamukkale,asmalievler,1,1,50,5,3,5500
4866,denizli,pamukkale,incilipinar,1,1,55,6,5,10000
4867,denizli,pamukkale,zeytinkoy,1,1,65,4,3,10000
4868,denizli,merkezefendi,sirakapilar,3,1,150,23,4,14000
4869,denizli,pamukkale,atalar,2,1,160,7,3,15000
4870,denizli,pamukkale,asmalievler,2,1,60,0,1,9500
4871,denizli,merkezefendi,gumuscay,3,1,170,20,3,11000
4873,denizli,pamukkale,bagbasi,2,1,110,12,1,12000
4875,denizli,pamukkale,zeytinkoy,1,1,55,4,3,9000
4876,denizli,merkezefendi,sirakapilar,1,1,50,4,1,7000
4878,denizli,pamukkale,kinikli,1,1,55,4,2,11000
4879,denizli,pamukkale,15_mayis,1,1,50,5,5,7000
4881,denizli,pamukkale,asmalievler,2,1,60,2,3,11500
4882,denizli,pamukkale,asmalievler,2,1,55,7,0,11500
4883,denizli,pamukkale,incilipinar,2,1,65,10,3,8500
4884,denizli,pamukkale,feslegen,1,1,50,15,2,7750
4885,denizli,merkezefendi,muratdede,2,1,80,2,2,9500
4886,denizli,merkezefendi,sevindik,2,1,125,15,2,6000
4887,denizli,merkezefendi,bahcelievler,1,1,55,10,1,8500
4889,denizli,pamukkale,mehmetcik,2,1,140,33,5,13500
4890,denizli,merkezefendi,gumuscay,3,1,160,4,3,10500
4891,denizli,pamukkale,istiklal,1,1,48,10,2,8000
4892,denizli,pamukkale,atalar,4,1,115,20,5,8750
4893,denizli,merkezefendi,karahasanli,2,1,80,4,3,8500
4894,denizli,pamukkale,yunusemre,1,1,55,4,0,6250
4895,denizli,merkezefendi,gultepe,1,1,60,4,1,13500
4896,denizli,pamukkale,istiklal,3,1,125,27,5,10000
4897,denizli,merkezefendi,selcuk_bey,4,1,200,0,3,25000
4898,denizli,pamukkale,siteler,2,1,130,30,4,15000
4899,denizli,civril,kizilcasogut,3,1,135,25,2,5000
4900,denizli,merkezefendi,saraylar,3,1,130,30,4,9000
4901,denizli,pamukkale,15_mayis,1,1,55,8,5,7000
4902,denizli,pamukkale,siteler,1,1,45,7,2,8100
4903,denizli,pamukkale,cumhuriyet,2,1,65,12,0,6500
4904,denizli,pamukkale,hacikaplanlar,3,1,130,25,5,5500
4905,denizli,merkezefendi,selcuk_bey,2,1,135,16,0,12000
4906,denizli,pamukkale,bagbasi,3,1,180,16,3,12000
4907,denizli,merkezefendi,karahasanli,3,1,125,15,3,14000
4908,denizli,pamukkale,atalar,3,1,160,25,1,12500
4910,denizli,pamukkale,deliktas,2,1,67,0,1,12750
4911,denizli,pamukkale,feslegen,1,1,51,7,2,7500
4912,denizli,merkezefendi,adalet,2,1,130,30,4,10000
4913,denizli,pamukkale,zeytinkoy,2,1,90,4,0,13000
4914,denizli,merkezefendi,selcuk_bey,4,1,200,17,3,15000
4915,denizli,pamukkale,bagbasi,2,1,100,14,2,10000
4916,denizli,pamukkale,zeytinkoy,1,1,55,4,3,10000
4918,denizli,merkezefendi,gerzele,3,1,195,19,-2,25000
4919,denizli,pamukkale,mehmetcik,3,1,170,25,5,9000
4920,denizli,pamukkale,zeytinkoy,1,1,60,5,3,8250
4921,denizli,merkezefendi,akkonak,1,1,50,1,3,6000
4922,denizli,pamukkale,pelitlibag,2,1,85,9,1,9000
4923,denizli,pamukkale,kuspinar,2,1,110,30,5,12750
4924,denizli,pamukkale,15_mayis,2,1,125,25,5,10000
4925,denizli,pamukkale,mehmetcik,2,1,70,4,1,15000
4926,denizli,merkezefendi,karaman,2,1,115,11,1,10000
4927,denizli,merkezefendi,bahcelievler,1,1,50,3,3,15000
4928,denizli,merkezefendi,mehmet_akif_ersoy,3,1,150,8,4,15000
4929,denizli,merkezefendi,karahasanli,4,1,190,0,1,20000
4930,denizli,merkezefendi,karaman,3,1,170,15,3,8000
4931,denizli,pamukkale,zeytinkoy,2,1,90,4,2,15000
4932,denizli,acipayam,yeni,1,1,65,1,3,4000
4933,denizli,pamukkale,kinikli,1,1,55,5,4,7000
4934,denizli,pamukkale,siteler,1,1,55,20,0,7000
4935,denizli,merkezefendi,degirmenonu,1,1,50,4,2,8500
4936,denizli,pamukkale,istiklal,1,1,55,7,1,8500
4937,denizli,merkezefendi,karaman,3,1,170,30,4,9000
